         1076706 function calls (1074650 primitive calls) in 5.600 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      880    0.007    0.000    0.135    0.000 ops.py:689(wrapper)
     8894    0.007    0.000    0.007    0.000 __init__.py:1346(getEffectiveLevel)
     1794    0.007    0.000    0.007    0.000 GYPSYNonSpatial.py:273(densityAw)
      780    0.007    0.000    0.011    0.000 base.py:1362(__contains__)
    14048    0.007    0.000    0.008    0.000 {getattr}
    14778    0.007    0.000    0.011    0.000 indexing.py:1668(<genexpr>)
     1060    0.007    0.000    0.010    0.000 {method 'get_loc' of 'pandas.index.IndexEngine' objects}
     5344    0.007    0.000    0.015    0.000 dtypes.py:74(is_dtype)
     3520    0.006    0.000    0.014    0.000 numeric.py:2576(seterr)
     1140    0.005    0.000    0.015    0.000 series.py:2815(_sanitize_array)
     1674    0.005    0.000    0.010    0.000 internals.py:97(__init__)
     1674    0.005    0.000    0.016    0.000 internals.py:2628(make_block)
       10    0.005    0.000    0.421    0.042 GYPSYNonSpatial.py:920(BAfactorFinder_Sw)
     5376    0.005    0.000    0.007    0.000 internals.py:4151(internal_values)
     3520    0.005    0.000    0.005    0.000 numeric.py:2676(geterr)
     8746    0.004    0.000    0.007    0.000 {hasattr}
     2500    0.004    0.000    0.004    0.000 GYPSYNonSpatial.py:407(SCestimate)
     5286    0.004    0.000    0.040    0.000 generic.py:1381(_get_item_cache)
     1300    0.004    0.000    0.015    0.000 internals.py:4008(__init__)
      260    0.004    0.000    0.004    0.000 {operator.pow}
    23018    0.004    0.000    0.004    0.000 {abs}
     5376    0.004    0.000    0.011    0.000 series.py:384(_values)
    10362    0.004    0.000    0.005    0.000 common.py:438(_apply_if_callable)
     6754    0.004    0.000    0.008    0.000 generic.py:7(_check)
     5146    0.004    0.000    0.006    0.000 generic.py:421(ndim)
      580    0.004    0.000    0.008    0.000 common.py:356(_asarray_tuplesafe)
      880    0.004    0.000    0.041    0.000 ops.py:673(safe_na_op)
     5206    0.004    0.000    0.004    0.000 indexing.py:1693(_convert_key)
      880    0.003    0.000    0.020    0.000 expressions.py:58(_evaluate_standard)
     4360    0.003    0.000    0.005    0.000 range.py:455(__len__)
      140    0.003    0.000    0.042    0.000 internals.py:3725(insert)
     2158    0.003    0.000    0.003    0.000 {numpy.core.multiarray.array}
     1300    0.003    0.000    0.005    0.000 series.py:284(_set_axis)
     3530    0.003    0.000    0.005    0.000 internals.py:4124(dtype)
      342    0.003    0.000    0.003    0.000 {pandas.lib.infer_dtype}
    10696    0.003    0.000    0.003    0.000 internals.py:4054(_block)
     3240    0.003    0.000    0.005    0.000 series.py:320(name)
      120    0.003    0.000    0.007    0.000 internals.py:2820(_rebuild_blknos_and_blklocs)
      880    0.003    0.000    0.026    0.000 ops.py:649(na_op)
     5206    0.003    0.000    0.004    0.000 generic.py:1348(_indexer)
     1420    0.003    0.000    0.003    0.000 generic.py:114(__init__)
    10816    0.003    0.000    0.003    0.000 {issubclass}
      880    0.003    0.000    0.024    0.000 ops.py:312(get_op)
     1674    0.003    0.000    0.004    0.000 internals.py:217(mgr_locs)
      390    0.002    0.000    0.008    0.000 internals.py:3542(iget)
     5771    0.002    0.000    0.003    0.000 internals.py:2769(ndim)
      479    0.002    0.000    0.002    0.000 {method 'reduce' of 'numpy.ufunc' objects}
     2351    0.002    0.000    0.004    0.000 base.py:492(values)
      144    0.002    0.000    0.014    0.000 internals.py:4802(get_empty_dtype_and_na)
      612    0.002    0.000    0.005    0.000 internals.py:2765(shape)
     3530    0.002    0.000    0.007    0.000 series.py:331(dtype)
      880    0.002    0.000    0.050    0.000 ops.py:628(_construct_result)
     2836    0.002    0.000    0.011    0.000 common.py:87(is_datetime64tz_dtype)
      380    0.002    0.000    0.002    0.000 {operator.mul}
       10    0.002    0.000    0.002    0.000 {pandas.lib.dicts_to_array}
     2210    0.002    0.000    0.008    0.000 common.py:100(is_categorical_dtype)
     1340    0.002    0.000    0.002    0.000 generic.py:2730(__getattr__)
      390    0.002    0.000    0.016    0.000 internals.py:3513(get)
      200    0.002    0.000    0.002    0.000 {pandas.lib.list_to_object_array}
      266    0.002    0.000    0.003    0.000 cast.py:765(_possibly_cast_to_datetime)
     1714    0.002    0.000    0.010    0.000 common.py:91(is_timedelta64_dtype)
      920    0.002    0.000    0.013    0.000 base.py:2074(get_loc)
     1760    0.002    0.000    0.010    0.000 numeric.py:2967(__enter__)
     2591    0.002    0.000    0.002    0.000 {method 'view' of 'numpy.ndarray' objects}
      880    0.002    0.000    0.023    0.000 expressions.py:191(evaluate)
     1110    0.002    0.000    0.002    0.000 cast.py:660(_possibly_castable)
     1714    0.002    0.000    0.008    0.000 common.py:79(is_datetime64_dtype)
     1760    0.002    0.000    0.002    0.000 numeric.py:2963(__init__)
     3520    0.002    0.000    0.002    0.000 {numpy.core.umath.seterrobj}
     1770    0.002    0.000    0.008    0.000 base.py:3602(_ensure_index)
     1760    0.002    0.000    0.007    0.000 numeric.py:2972(__exit__)
     1760    0.002    0.000    0.002    0.000 internals.py:4148(external_values)
      460    0.002    0.000    0.002    0.000 {numpy.core.multiarray.concatenate}
     1320    0.002    0.000    0.002    0.000 series.py:324(name)
      410    0.002    0.000    0.003    0.000 base.py:334(_simple_new)
       40    0.002    0.000    0.013    0.000 internals.py:4247(form_blocks)
     8456    0.002    0.000    0.002    0.000 {method 'append' of 'list' objects}
       50    0.002    0.000    0.002    0.000 {pandas.lib.clean_index_list}
      140    0.001    0.000    0.052    0.000 internals.py:3613(set)
     1632    0.001    0.000    0.001    0.000 GYPSYNonSpatial.py:297(densitySb)
       10    0.001    0.000    0.001    0.000 forward_simulation.py:45(BA_zeroSb)
        8    0.001    0.000    0.001    0.000 forward_simulation.py:35(BA_zeroAw)
      609    0.001    0.000    0.001    0.000 {numpy.core.multiarray.empty}
      360    0.001    0.000    0.042    0.000 frame.py:2033(__getitem__)
     1700    0.001    0.000    0.002    0.000 {pandas.lib.values_from_object}
     4538    0.001    0.000    0.001    0.000 {max}
     1910    0.001    0.000    0.006    0.000 base.py:1275(<lambda>)
     2110    0.001    0.000    0.005    0.000 base.py:874(_values)
      148    0.001    0.000    0.007    0.000 algorithms.py:979(take_nd)
      140    0.001    0.000    0.009    0.000 frame.py:2591(_sanitize_column)
     1130    0.001    0.000    0.004    0.000 numeric.py:414(asarray)
     2500    0.001    0.000    0.002    0.000 frame.py:5618(<genexpr>)
      880    0.001    0.000    0.005    0.000 ops.py:607(_align_method_SERIES)
      120    0.001    0.000    0.063    0.001 frame.py:252(__init__)
      390    0.001    0.000    0.017    0.000 frame.py:2391(_box_item_values)
     1110    0.001    0.000    0.004    0.000 series.py:2832(_try_cast)
     7040    0.001    0.000    0.001    0.000 {numpy.core.umath.geterrobj}
     3939    0.001    0.000    0.001    0.000 internals.py:298(dtype)
      880    0.001    0.000    0.001    0.000 ops.py:302(__init__)
      290    0.001    0.000    0.004    0.000 base.py:2116(get_value)
      300    0.001    0.000    0.001    0.000 base.py:576(_get_attributes_dict)
     1300    0.001    0.000    0.001    0.000 series.py:310(_set_subtyp)
      140    0.001    0.000    0.032    0.000 base.py:3188(insert)
      620    0.001    0.000    0.001    0.000 base.py:1376(__getitem__)
     5376    0.001    0.000    0.001    0.000 internals.py:149(internal_values)
     1760    0.001    0.000    0.003    0.000 series.py:351(values)
      222    0.001    0.000    0.005    0.000 cast.py:227(_maybe_promote)
      280    0.001    0.000    0.008    0.000 indexing.py:1654(__getitem__)
      120    0.001    0.000    0.012    0.000 internals.py:2724(__init__)
       40    0.001    0.000    0.010    0.000 merge.py:1334(__init__)
       10    0.001    0.000    0.003    0.000 {pandas.lib.fast_unique_multiple_list_gen}
      140    0.001    0.000    0.054    0.000 generic.py:1499(_set_item)
      110    0.001    0.000    0.003    0.000 internals.py:4907(get_mgr_concatenation_plan)
      618    0.001    0.000    0.001    0.000 dtypes.py:132(construct_from_string)
      110    0.001    0.000    0.003    0.000 common.py:208(_default_index)
      140    0.001    0.000    0.065    0.000 frame.py:2471(_set_item)
      560    0.001    0.000    0.002    0.000 range.py:286(equals)
      390    0.001    0.000    0.011    0.000 frame.py:2398(_box_col_values)
       10    0.001    0.000    0.025    0.002 GYPSYNonSpatial.py:1310(MerchantableVolumeSb)
      390    0.001    0.000    0.010    0.000 series.py:250(from_array)
      140    0.001    0.000    0.001    0.000 shape_base.py:61(atleast_2d)
      174    0.001    0.000    0.006    0.000 internals.py:5113(is_null)
       50    0.001    0.000    0.002    0.000 internals.py:4408(_stack_arrays)
     1646    0.001    0.000    0.001    0.000 base.py:461(__len__)
      390    0.001    0.000    0.002    0.000 generic.py:1395(_set_as_cached)
    10362    0.001    0.000    0.001    0.000 {callable}
      528    0.001    0.000    0.004    0.000 missing.py:48(_isnull_new)
       40    0.001    0.000    0.040    0.001 merge.py:1466(get_result)
     1268    0.001    0.000    0.006    0.000 common.py:67(is_datetimetz)
      880    0.001    0.000    0.002    0.000 expressions.py:172(_bool_arith_check)
       10    0.001    0.000    0.185    0.019 GYPSYNonSpatial.py:1048(BAfactorFinder_Pl)
      140    0.001    0.000    0.018    0.000 base.py:592(_coerce_scalar_to_index)
      360    0.001    0.000    0.035    0.000 frame.py:2059(_getitem_column)
      120    0.001    0.000    0.001    0.000 {operator.add}
      174    0.001    0.000    0.002    0.000 internals.py:5091(needs_filling)
      280    0.001    0.000    0.003    0.000 function_base.py:4534(append)
      140    0.001    0.000    0.001    0.000 {method 'clear' of 'dict' objects}
      138    0.001    0.000    0.003    0.000 missing.py:120(_isnull_ndarraylike)
       10    0.001    0.000    0.027    0.003 GYPSYNonSpatial.py:1348(MerchantableVolumeSw)
      390    0.001    0.000    0.003    0.000 internals.py:209(make_block_same_class)
      324    0.001    0.000    0.001    0.000 {numpy.core.multiarray.arange}
     5434    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
      174    0.001    0.000    0.009    0.000 internals.py:5142(get_reindexed_values)
      150    0.001    0.000    0.012    0.000 base.py:379(_shallow_copy_with_infer)
      880    0.001    0.000    0.001    0.000 expressions.py:162(_has_bool_dtype)
      184    0.001    0.000    0.001    0.000 internals.py:4986(combine_concat_plans)
      144    0.001    0.000    0.026    0.000 internals.py:4882(concatenate_join_units)
      140    0.001    0.000    0.003    0.000 indexing.py:1768(convert_to_index_sliceable)
     2518    0.001    0.000    0.001    0.000 internals.py:180(mgr_locs)
       40    0.001    0.000    0.036    0.001 internals.py:4779(concatenate_block_managers)
       10    0.001    0.000    0.019    0.002 frame.py:5616(_list_of_dict_to_arrays)
      860    0.001    0.000    0.001    0.000 inference.py:66(is_hashable)
       10    0.001    0.000    0.001    0.000 GYPSYNonSpatial.py:864(BAfromZeroToDataSb)
      140    0.001    0.000    0.070    0.000 frame.py:2403(__setitem__)
       50    0.001    0.000    0.005    0.000 internals.py:4376(_multi_blockify)
       10    0.001    0.000    0.014    0.001 GYPSYNonSpatial.py:1238(GrossTotalVolume_Pl)
      120    0.001    0.000    0.002    0.000 internals.py:2945(_verify_integrity)
      100    0.001    0.000    0.002    0.000 missing.py:245(array_equivalent)
      316    0.001    0.000    0.005    0.000 common.py:285(is_extension_type)
       10    0.001    0.000    0.014    0.001 GYPSYNonSpatial.py:1177(GrossTotalVolume_Aw)
     1578    0.001    0.000    0.001    0.000 {pandas.lib.isscalar}
      320    0.001    0.000    0.001    0.000 common.py:136(_maybe_match_name)
      100    0.001    0.000    0.001    0.000 {operator.truediv}
      180    0.001    0.000    0.001    0.000 {method 'copy' of 'numpy.ndarray' objects}
      700    0.001    0.000    0.001    0.000 numeric.py:484(asanyarray)
       50    0.001    0.000    0.001    0.000 numeric.py:607(require)
     1836    0.001    0.000    0.003    0.000 internals.py:2767(<genexpr>)
       40    0.001    0.000    0.005    0.000 frame.py:5670(_homogenize)
     2500    0.001    0.000    0.001    0.000 frame.py:5619(<genexpr>)
       10    0.001    0.000    0.020    0.002 GYPSYNonSpatial.py:1270(MerchantableVolumeAw)
      140    0.001    0.000    0.002    0.000 frame.py:2595(reindexer)
     2520    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
     1700    0.001    0.000    0.001    0.000 internals.py:2841(_get_items)
      120    0.001    0.000    0.001    0.000 internals.py:3234(_consolidate_check)
      120    0.001    0.000    0.001    0.000 range.py:124(_simple_new)
      290    0.001    0.000    0.001    0.000 {method 'get_value' of 'pandas.index.IndexEngine' objects}
       40    0.001    0.000    0.013    0.000 frame.py:404(_init_ndarray)
      298    0.001    0.000    0.001    0.000 dtypes.py:347(is_dtype)
      496    0.001    0.000    0.002    0.000 common.py:52(is_object_dtype)
       10    0.001    0.000    0.019    0.002 GYPSYNonSpatial.py:1387(MerchantableVolumePl)
      280    0.001    0.000    0.005    0.000 series.py:904(get_value)
      550    0.001    0.000    0.004    0.000 common.py:168(is_datetime64_any_dtype)
      130    0.001    0.000    0.005    0.000 base.py:1613(equals)
      120    0.000    0.000    0.002    0.000 range.py:44(__new__)
      210    0.000    0.000    0.001    0.000 base.py:1272(_engine)
      290    0.000    0.000    0.001    0.000 base.py:1101(_convert_scalar_indexer)
      174    0.000    0.000    0.004    0.000 internals.py:5100(dtype)
      432    0.000    0.000    0.001    0.000 inference.py:53(is_list_like)
      200    0.000    0.000    0.012    0.000 frame.py:5641(convert)
      530    0.000    0.000    0.000    0.000 base.py:455(_reset_identity)
      390    0.000    0.000    0.000    0.000 internals.py:327(iget)
       40    0.000    0.000    0.002    0.000 concat.py:24(get_dtype_kinds)
      234    0.000    0.000    0.001    0.000 internals.py:302(ftype)
      464    0.000    0.000    0.003    0.000 common.py:62(is_categorical)
      280    0.000    0.000    0.001    0.000 fromnumeric.py:1383(ravel)
       20    0.000    0.000    0.000    0.000 {built-in method now}
      530    0.000    0.000    0.001    0.000 __init__.py:163(iteritems)
       72    0.000    0.000    0.001    0.000 cast.py:672(_possibly_infer_to_datetimelike)
       10    0.000    0.000    4.721    0.472 forward_simulation.py:87(get_factors_for_all_species)
      618    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 internals.py:3382(_interleave)
       81    0.000    0.000    0.000    0.000 internals.py:3506(_consolidate_inplace)
      100    0.000    0.000    0.000    0.000 {pandas.lib.array_equivalent_object}
       30    0.000    0.000    0.001    0.000 frame.py:5392(extract_index)
      470    0.000    0.000    0.002    0.000 common.py:276(is_bool_dtype)
      332    0.000    0.000    0.001    0.000 common.py:317(_get_dtype)
     1760    0.000    0.000    0.000    0.000 internals.py:145(external_values)
        1    0.000    0.000    5.600    5.600 <string>:2(<module>)
      111    0.000    0.000    0.001    0.000 internals.py:2808(_is_single_block)
     1430    0.000    0.000    0.000    0.000 numeric.py:137(is_all_dates)
      340    0.000    0.000    0.002    0.000 {method 'any' of 'numpy.ndarray' objects}
      170    0.000    0.000    0.001    0.000 base.py:1067(is_unique)
       30    0.000    0.000    0.000    0.000 api.py:105(_get_consensus_names)
      270    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
      656    0.000    0.000    0.002    0.000 common.py:57(is_sparse)
       40    0.000    0.000    0.051    0.001 merge.py:1270(concat)
      340    0.000    0.000    0.002    0.000 _methods.py:37(_any)
       40    0.000    0.000    0.005    0.000 internals.py:4213(create_block_manager_from_blocks)
       30    0.000    0.000    0.017    0.001 frame.py:349(_init_dict)
      528    0.000    0.000    0.005    0.000 missing.py:27(isnull)
      880    0.000    0.000    0.001    0.000 missing.py:568(fill_zeros)
      110    0.000    0.000    0.001    0.000 {any}
      238    0.000    0.000    0.001    0.000 common.py:104(is_string_dtype)
      108    0.000    0.000    0.001    0.000 dtypes.py:221(construct_from_string)
      250    0.000    0.000    0.000    0.000 range.py:60(_ensure_int)
       10    0.000    0.000    0.000    0.000 {method 'get_indexer' of 'pandas.index.IndexEngine' objects}
       38    0.000    0.000    0.000    0.000 {pandas.algos.take_2d_axis1_float64_float64}
       36    0.000    0.000    0.000    0.000 {pandas.algos.take_2d_axis0_int64_int64}
      900    0.000    0.000    0.000    0.000 series.py:261(_constructor)
       40    0.000    0.000    0.007    0.000 merge.py:1531(_get_new_axes)
       38    0.000    0.000    0.000    0.000 {pandas.algos.take_2d_axis0_float64_float64}
     1760    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      230    0.000    0.000    0.001    0.000 internals.py:4411(_asarray_compat)
       40    0.000    0.000    0.017    0.000 internals.py:4236(create_block_manager_from_arrays)
      240    0.000    0.000    0.001    0.000 common.py:266(is_float_dtype)
      108    0.000    0.000    0.000    0.000 dtypes.py:170(__new__)
       10    0.000    0.000    0.001    0.000 concat.py:392(_concat_index_asobject)
      140    0.000    0.000    0.001    0.000 generic.py:1477(_clear_item_cache)
       36    0.000    0.000    0.000    0.000 {pandas.algos.take_2d_axis1_int64_float64}
       10    0.000    0.000    0.019    0.002 frame.py:5478(_to_arrays)
      354    0.000    0.000    0.000    0.000 internals.py:2947(<genexpr>)
     1640    0.000    0.000    0.000    0.000 {hash}
      298    0.000    0.000    0.001    0.000 common.py:96(is_period_dtype)
       40    0.000    0.000    0.003    0.000 api.py:45(_union_indexes)
       40    0.000    0.000    0.000    0.000 api.py:41(_get_distinct_indexes)
       30    0.000    0.000    0.001    0.000 cast.py:33(_possibly_convert_platform)
       40    0.000    0.000    0.024    0.001 frame.py:5372(_arrays_to_mgr)
      530    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x7f0d675b7440}
       40    0.000    0.000    0.091    0.002 GYPSYNonSpatial.py:1424(merchantable_volume)
      148    0.000    0.000    0.000    0.000 algorithms.py:946(_get_take_nd_function)
      140    0.000    0.000    0.000    0.000 internals.py:5199(_fast_count_smallints)
       30    0.000    0.000    0.002    0.000 concat.py:99(_concat_compat)
      111    0.000    0.000    0.000    0.000 generic.py:2798(f)
      111    0.000    0.000    0.001    0.000 generic.py:2785(_protect_consolidate)
      280    0.000    0.000    0.001    0.000 indexing.py:1906(is_list_like_indexer)
      130    0.000    0.000    0.000    0.000 base.py:435(is_)
       40    0.000    0.000    0.000    0.000 api.py:87(_sanitize_and_check)
      260    0.000    0.000    0.001    0.000 {sum}
      390    0.000    0.000    0.000    0.000 {pandas.lib.checknull}
      140    0.000    0.000    0.000    0.000 frame.py:2454(_ensure_valid_index)
       40    0.000    0.000    0.000    0.000 frame.py:5444(_prep_ndarray)
      530    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
       40    0.000    0.000    0.004    0.000 merge.py:1567(_get_concat_axis)
       10    0.000    0.000    0.012    0.001 frame.py:5631(_convert_object_array)
      140    0.000    0.000    0.001    0.000 frame.py:769(__len__)
      111    0.000    0.000    0.000    0.000 frame.py:484(shape)
      880    0.000    0.000    0.000    0.000 ops.py:299(<lambda>)
      146    0.000    0.000    0.001    0.000 internals.py:155(get_values)
       10    0.000    0.000    0.006    0.001 GYPSYNonSpatial.py:1219(GrossTotalVolume_Sb)
      138    0.000    0.000    0.001    0.000 common.py:248(needs_i8_conversion)
      140    0.000    0.000    0.000    0.000 common.py:151(is_integer_dtype)
       84    0.000    0.000    0.000    0.000 internals.py:4640(_get_blkno_placements)
       40    0.000    0.000    0.001    0.000 range.py:375(union)
       10    0.000    0.000    0.001    0.000 base.py:2187(get_indexer)
      280    0.000    0.000    0.000    0.000 series.py:551(axes)
      111    0.000    0.000    0.001    0.000 generic.py:2795(_consolidate_inplace)
       10    0.000    0.000    0.006    0.001 GYPSYNonSpatial.py:1200(GrossTotalVolume_Sw)
      114    0.000    0.000    0.000    0.000 {method 'add' of 'pandas.lib.BlockPlacement' objects}
      100    0.000    0.000    0.000    0.000 numeric.py:676(<genexpr>)
       40    0.000    0.000    0.003    0.000 api.py:25(_get_combined_index)
      140    0.000    0.000    0.000    0.000 base.py:2972(_maybe_cast_indexer)
      280    0.000    0.000    0.000    0.000 base.py:1079(is_integer)
       40    0.000    0.000    0.040    0.001 GYPSYNonSpatial.py:1260(gross_total_volume)
      138    0.000    0.000    0.001    0.000 common.py:186(is_datetime_or_timedelta_dtype)
      139    0.000    0.000    0.001    0.000 {method 'all' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.000    0.000 ops.py:70(<lambda>)
       40    0.000    0.000    0.006    0.000 frame.py:421(_get_axes)
      200    0.000    0.000    0.000    0.000 base.py:497(get_values)
       40    0.000    0.000    0.004    0.000 merge.py:1555(_get_comb_axis)
       11    0.000    0.000    0.002    0.000 frame.py:654(iterrows)
      652    0.000    0.000    0.000    0.000 {pandas.lib.is_float}
       30    0.000    0.000    0.000    0.000 internals.py:4154(get_values)
      174    0.000    0.000    0.000    0.000 internals.py:5079(__init__)
      140    0.000    0.000    0.000    0.000 base.py:467(__array__)
      110    0.000    0.000    0.001    0.000 generic.py:2803(consolidate)
       40    0.000    0.000    0.000    0.000 {sorted}
       40    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      260    0.000    0.000    0.000    0.000 base.py:482(dtype)
       40    0.000    0.000    0.001    0.000 generic.py:315(_from_axes)
       10    0.000    0.000    0.002    0.000 base.py:1410(append)
      234    0.000    0.000    0.000    0.000 internals.py:290(shape)
       60    0.000    0.000    0.000    0.000 generic.py:2713(__finalize__)
      139    0.000    0.000    0.001    0.000 _methods.py:40(_all)
      150    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      120    0.000    0.000    0.000    0.000 internals.py:5011(_next_or_none)
       40    0.000    0.000    0.000    0.000 concat.py:86(_get_frame_result_type)
      192    0.000    0.000    0.000    0.000 internals.py:3226(is_consolidated)
       10    0.000    0.000    0.000    0.000 base.py:2360(_possibly_promote)
      140    0.000    0.000    0.000    0.000 generic.py:1533(_check_setitem_copy)
      150    0.000    0.000    0.000    0.000 api.py:42(<genexpr>)
       20    0.000    0.000    0.001    0.000 series.py:477(__array_wrap__)
      400    0.000    0.000    0.000    0.000 {pandas.lib.is_integer}
       50    0.000    0.000    0.000    0.000 range.py:162(_data)
       40    0.000    0.000    0.000    0.000 indexing.py:58(__init__)
      230    0.000    0.000    0.000    0.000 internals.py:4380(<lambda>)
       50    0.000    0.000    0.000    0.000 internals.py:4417(_shape_compat)
       30    0.000    0.000    0.000    0.000 internals.py:164(to_dense)
       40    0.000    0.000    0.000    0.000 generic.py:144(_init_mgr)
       10    0.000    0.000    0.001    0.000 base.py:2466(reindex)
       10    0.000    0.000    0.001    0.000 series.py:598(__getitem__)
      100    0.000    0.000    0.000    0.000 internals.py:2930(__len__)
      108    0.000    0.000    0.000    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
       10    0.000    0.000    0.000    0.000 utils.py:26(_log_loop_progress)
      214    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      224    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      111    0.000    0.000    0.000    0.000 internals.py:3490(consolidate)
       60    0.000    0.000    0.000    0.000 base.py:914(_get_names)
       60    0.000    0.000    0.000    0.000 concat.py:135(<genexpr>)
       30    0.000    0.000    0.000    0.000 common.py:248(_try_sort)
       10    0.000    0.000    0.000    0.000 abc.py:128(__instancecheck__)
       40    0.000    0.000    0.000    0.000 {setattr}
      112    0.000    0.000    0.000    0.000 {min}
      220    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       60    0.000    0.000    0.000    0.000 concat.py:118(is_nonempty)
       40    0.000    0.000    0.000    0.000 base.py:887(_assert_can_do_setop)
        1    0.000    0.000    0.000    0.000 internals.py:4435(_interleaved_dtype)
      120    0.000    0.000    0.000    0.000 range.py:151(_validate_dtype)
      120    0.000    0.000    0.000    0.000 api.py:110(<genexpr>)
       20    0.000    0.000    0.000    0.000 series.py:484(__array_prepare__)
       40    0.000    0.000    0.000    0.000 merge.py:1525(_get_result_dim)
      200    0.000    0.000    0.000    0.000 {pandas.algos.ensure_object}
      184    0.000    0.000    0.000    0.000 concat.py:92(<genexpr>)
       20    0.000    0.000    0.000    0.000 series.py:471(__array__)
       20    0.000    0.000    0.000    0.000 ops.py:93(<lambda>)
       61    0.000    0.000    0.000    0.000 {all}
       30    0.000    0.000    0.000    0.000 series.py:389(get_values)
       10    0.000    0.000    0.000    0.000 {pandas.lib.get_blkno_indexers}
       20    0.000    0.000    0.000    0.000 __init__.py:1157(info)
       10    0.000    0.000    0.001    0.000 forward_simulation.py:55(BA0_lower_BAT_Aw)
       60    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       10    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
      306    0.000    0.000    0.000    0.000 {pandas.algos.ensure_int64}
       10    0.000    0.000    0.001    0.000 base.py:1448(_append_same_dtype)
       50    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       90    0.000    0.000    0.000    0.000 merge.py:1602(<genexpr>)
       50    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
      120    0.000    0.000    0.000    0.000 {next}
       60    0.000    0.000    0.000    0.000 concat.py:136(<genexpr>)
       10    0.000    0.000    0.002    0.000 merge.py:1623(_concat_indexes)
       10    0.000    0.000    0.000    0.000 {method 'total_seconds' of 'datetime.timedelta' objects}
       74    0.000    0.000    0.000    0.000 internals.py:176(fill_value)
       20    0.000    0.000    0.000    0.000 range.py:225(dtype)
       74    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       10    0.000    0.000    0.001    0.000 forward_simulation.py:71(BA0_lower_BAT_Sb)
      110    0.000    0.000    0.000    0.000 {id}
        1    0.000    0.000    0.001    0.001 generic.py:2868(as_matrix)
       10    0.000    0.000    0.000    0.000 common.py:133(is_dtype_equal)
